"Dokumentnummer"	"Linjenummer"	"Art_kode"	"Registreringsmerke_seddel"	"Fangstår"	"SisteFangstdato"	"Redskap_kode"	"HovedgruppeRedskap_kode"	"Hovedområde_kode"	"Lokasjon_kode"	"StørsteLengde"	"Fartøynasjonalitet_kode"	"KystHav_kode"	"SalgslagID"	"Salgslag"	"Salgslag_kode"
"1900061"	1	"2013"	"Ø 0005R"	2022	"31.05.2022"	"21"	NA	"09"	"20"	6.94	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1900081"	1	"2013"	"Ø 0005R"	2022	"08.06.2022"	"21"	NA	"09"	"20"	6.94	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1900049"	1	"2013"	"Ø 0005R"	2022	"18.05.2022"	"21"	NA	"09"	"20"	6.94	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1900049"	2	"2013"	"Ø 0005R"	2022	"18.05.2022"	"21"	NA	"09"	"20"	6.94	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1900082"	1	"2013"	"Ø 0005R"	2022	"09.06.2022"	"21"	NA	"09"	"20"	6.94	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1588537"	4	"2013"	"R 0022B"	2022	"17.10.2022"	"51"	NA	"08"	"14"	42.5	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584464"	10	"2013"	"R 0001K"	2022	"14.08.2022"	"51"	NA	"08"	"14"	65	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1582669"	3	"2013"	"VL0009BR"	2022	"22.05.2022"	"11"	NA	"08"	"53"	14.95	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1582582"	2	"2013"	"SF0017SU"	2022	"18.05.2022"	"11"	NA	"08"	"10"	39.39	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1582694"	2	"2013"	"T 0025I"	2022	"23.05.2022"	"11"	NA	"08"	"09"	54.27	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1583167"	8	"2013"	"R 0001K"	2022	"17.06.2022"	"51"	NA	"41"	"76"	65	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584167"	13	"2013"	"R 0001K"	2022	"03.08.2022"	"51"	NA	"08"	"13"	65	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589136"	8	"2013"	"H 0004B"	2022	"29.10.2022"	"51"	NA	"08"	"07"	68.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589018"	6	"2013"	"R 0022B"	2022	"26.10.2022"	"51"	NA	"08"	"14"	42.5	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584162"	9	"2013"	"H 0221B"	2022	"03.08.2022"	"51"	NA	"08"	"07"	49.96	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1583132"	5	"2013"	"TF0195M"	2022	"16.06.2022"	"51"	NA	"41"	"76"	62.6	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1582622"	5	"2013"	"T 0055G"	2022	"20.05.2022"	"51"	NA	"41"	"65"	69.99	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1582680"	3	"2013"	"H 0001AV"	2022	"22.05.2022"	"51"	NA	"41"	"75"	67	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1583251"	5	"2013"	"H 0001AV"	2022	"19.06.2022"	"51"	NA	"41"	"76"	67	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1582731"	5	"2013"	"M 0101SM"	2022	"25.05.2022"	"51"	NA	"41"	"65"	53	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1582513"	6	"2013"	"H 0005ØN"	2022	"09.05.2022"	"51"	NA	"41"	"75"	62.6	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1583200"	2	"2013"	"VL0001ØN"	2022	"18.06.2022"	"51"	NA	"41"	"76"	86.1	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1582923"	6	"2013"	"H 0005ØN"	2022	"05.06.2022"	"51"	NA	"41"	"64"	62.6	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1582711"	4	"2013"	"H 0030B"	2022	"24.05.2022"	"51"	NA	"41"	"76"	61.86	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1582563"	5	"2013"	"VL0001ØN"	2022	"16.05.2022"	"51"	NA	"41"	"74"	86.1	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1582492"	5	"2013"	"TF0195M"	2022	"05.05.2022"	"51"	NA	"41"	"93"	62.6	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1582505"	5	"2013"	"R 0007K"	2022	"08.05.2022"	"51"	NA	"41"	"75"	60.4	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1582521"	6	"2013"	"M 0040HØ"	2022	"10.05.2022"	"51"	NA	"41"	"75"	70.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1590727"	5	"2013"	"H 0175B"	2022	"07.12.2022"	"51"	NA	"08"	"10"	61.54	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1582493"	5	"2013"	"T 0055G"	2022	"06.05.2022"	"51"	NA	"41"	"93"	69.99	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1582717"	5	"2013"	"VL0001ØN"	2022	"24.05.2022"	"51"	NA	"41"	"75"	86.1	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1582775"	5	"2013"	"H 0005ØN"	2022	"26.05.2022"	"51"	NA	"41"	"75"	62.6	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1582564"	3	"2013"	"VL0001ØN"	2022	"16.05.2022"	"53"	NA	"08"	"09"	86.1	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589469"	5	"2013"	"R 0022B"	2022	"05.11.2022"	"53"	NA	"08"	"13"	42.5	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1582674"	2	"2013"	"H 0087AV"	2022	"22.05.2022"	"53"	NA	"08"	"10"	68.8	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589457"	1	"2013"	"H 0221B"	2022	"05.11.2022"	"53"	NA	"28"	"51"	49.96	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1582612"	2	"2013"	"M 0158SM"	2022	"20.05.2022"	"53"	NA	"08"	"09"	53.9	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1582755"	2	"2013"	"H 0004B"	2022	"26.05.2022"	"53"	NA	"08"	"06"	68.3	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584213"	1	"2013"	"R 0020V"	2022	"05.08.2022"	"53"	NA	"28"	"51"	49.9	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1588398"	8	"2013"	"R 0001K"	2022	"13.10.2022"	"53"	NA	"08"	"14"	65	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1582427"	2	"2013"	"H 0002F"	2022	"24.04.2022"	"53"	NA	"31"	"01"	64	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1582940"	5	"2013"	"H 0388B"	2022	"07.06.2022"	"53"	NA	"28"	"09"	68.8	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1582719"	2	"2013"	"VL0001ØN"	2022	"24.05.2022"	"53"	NA	"08"	"09"	86.1	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1582436"	2	"2013"	"VL0001ØN"	2022	"25.04.2022"	"53"	NA	"31"	"01"	86.1	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589286"	1	"2013"	"VL0001ØN"	2022	"01.11.2022"	"53"	NA	"28"	"51"	86.1	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584196"	2	"2013"	"R 0020V"	2022	"05.08.2022"	"53"	NA	"28"	"51"	49.9	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1582862"	2	"2013"	"M 0022HØ"	2022	"01.06.2022"	"53"	NA	"08"	"07"	77.5	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1588610"	2	"2013"	"R 0011K"	2022	"18.10.2022"	"53"	NA	"28"	"51"	65	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1588628"	6	"2013"	"H 0140AV"	2022	"18.10.2022"	"53"	NA	"08"	"13"	64	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584022"	10	"2013"	"R 0001K"	2022	"24.07.2022"	"53"	NA	"08"	"14"	65	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1589423"	5	"2013"	"R 0011K"	2022	"05.11.2022"	"53"	NA	"08"	"11"	65	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1588516"	5	"2013"	"H 0175B"	2022	"16.10.2022"	"53"	NA	"08"	"11"	61.54	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1582385"	2	"2013"	"R 0011K"	2022	"08.04.2022"	"53"	NA	"43"	"39"	65	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1584327"	2	"2013"	"R 0020V"	2022	"11.08.2022"	"53"	NA	"28"	"09"	49.9	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1582373"	2	"2013"	"M 0023HØ"	2022	"06.04.2022"	"53"	NA	"43"	"15"	69.95	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"402969"	1	"2013"	"AG0006G"	2022	"13.07.2022"	"34"	NA	"09"	"12"	7.85	"NOR"	8	946768871	"Fiskehav SA"	"2"
"3224509"	3	"2013"	"AG0003G"	2022	"22.06.2022"	"34"	NA	"09"	"12"	7.85	"NOR"	8	946768871	"Fiskehav SA"	"2"
"3224930"	1	"2013"	"AG0006G"	2022	"13.07.2022"	"34"	NA	"09"	"12"	7.85	"NOR"	8	946768871	"Fiskehav SA"	"2"
"402852"	2	"2013"	"AG0003G"	2022	"06.07.2022"	"34"	NA	"09"	"12"	7.85	"NOR"	8	946768871	"Fiskehav SA"	"2"
"3224721"	2	"2013"	"AG0003G"	2022	"06.07.2022"	"34"	NA	"09"	"12"	7.85	"NOR"	8	946768871	"Fiskehav SA"	"2"
"402653"	2	"2013"	"AG0003G"	2022	"21.06.2022"	"34"	NA	"09"	"12"	7.85	"NOR"	8	946768871	"Fiskehav SA"	"2"
"402672"	3	"2013"	"AG0003G"	2022	"22.06.2022"	"34"	NA	"09"	"12"	7.85	"NOR"	8	946768871	"Fiskehav SA"	"2"
"3224504"	2	"2013"	"AG0003G"	2022	"21.06.2022"	"34"	NA	"09"	"12"	7.85	"NOR"	8	946768871	"Fiskehav SA"	"2"
"402866"	1	"2013"	"AG0006G"	2022	"07.07.2022"	"22"	NA	"09"	"12"	7.85	"NOR"	8	946768871	"Fiskehav SA"	"2"
"3224156"	6	"2013"	"IAX012"	2022	"08.06.2022"	"22"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"3223451"	7	"2013"	"PAA666"	2022	"12.05.2022"	"22"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"402137"	4	"2013"	"PAA666"	2022	"20.05.2022"	"22"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"3223686"	7	"2013"	"PAA666"	2022	"18.05.2022"	"22"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"3223692"	9	"2013"	"PAA666"	2022	"19.05.2022"	"22"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"3223425"	1	"2013"	"IAX012"	2022	"10.05.2022"	"22"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"3224023"	4	"2013"	"IAX012"	2022	"01.06.2022"	"22"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"402423"	6	"2013"	"IAX012"	2022	"08.06.2022"	"22"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"402080"	7	"2013"	"PAA666"	2022	"18.05.2022"	"22"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"3223693"	4	"2013"	"PAA666"	2022	"20.05.2022"	"22"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"3223421"	2	"2013"	"IAX012"	2022	"09.05.2022"	"22"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"402112"	9	"2013"	"PAA666"	2022	"19.05.2022"	"22"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"3223422"	4	"2013"	"PAA666"	2022	"09.05.2022"	"22"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"402027"	7	"2013"	"PAA666"	2022	"12.05.2022"	"22"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"401975"	2	"2013"	"IAX012"	2022	"09.05.2022"	"22"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"401962"	2	"2013"	"IAX012"	2022	"06.05.2022"	"22"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"402001"	1	"2013"	"IAX012"	2022	"10.05.2022"	"22"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"3223253"	2	"2013"	"IAX012"	2022	"06.05.2022"	"22"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"402442"	11	"2013"	"IAX012"	2022	"08.06.2022"	"22"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"401936"	2	"2013"	"IAX012"	2022	"05.05.2022"	"22"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"401907"	2	"2013"	"IAX012"	2022	"04.05.2022"	"22"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"3223177"	2	"2013"	"IAX012"	2022	"05.05.2022"	"22"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"3223175"	2	"2013"	"IAX012"	2022	"04.05.2022"	"22"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"401980"	4	"2013"	"PAA666"	2022	"09.05.2022"	"22"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"402908"	2	"2013"	"AG0006G"	2022	"11.07.2022"	"22"	NA	"09"	"12"	7.85	"NOR"	8	946768871	"Fiskehav SA"	"2"
"3224839"	2	"2013"	"AG0006G"	2022	"11.07.2022"	"22"	NA	"09"	"12"	7.85	"NOR"	8	946768871	"Fiskehav SA"	"2"
"402834"	1	"2013"	"AG0006G"	2022	"05.07.2022"	"22"	NA	"09"	"12"	7.85	"NOR"	8	946768871	"Fiskehav SA"	"2"
"3224720"	1	"2013"	"AG0006G"	2022	"05.07.2022"	"22"	NA	"09"	"12"	7.85	"NOR"	8	946768871	"Fiskehav SA"	"2"
"402299"	4	"2013"	"IAX012"	2022	"01.06.2022"	"22"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"3224722"	1	"2013"	"AG0006G"	2022	"07.07.2022"	"22"	NA	"09"	"12"	7.85	"NOR"	8	946768871	"Fiskehav SA"	"2"
"3224161"	11	"2013"	"IAX012"	2022	"08.06.2022"	"22"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"3224886"	1	"2013"	"AG0006G"	2022	"12.07.2022"	"33"	NA	"09"	"12"	7.85	"NOR"	8	946768871	"Fiskehav SA"	"2"
"402935"	1	"2013"	"AG0006G"	2022	"12.07.2022"	"33"	NA	"09"	"12"	7.85	"NOR"	8	946768871	"Fiskehav SA"	"2"
"4011423"	3	"2013"	"AA0063A"	2022	"26.08.2022"	"42"	NA	"09"	"16"	7.89	"NOR"	8	946768871	"Fiskehav SA"	"2"
"4007858"	1	"2013"	"ZZ4203ZZ"	2022	"11.07.2022"	"34"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"3224418"	1	"2013"	"AA0063A"	2022	"20.06.2022"	"34"	NA	"09"	"16"	7.89	"NOR"	8	946768871	"Fiskehav SA"	"2"
"3224513"	1	"2013"	"AA0063A"	2022	"23.06.2022"	"34"	NA	"09"	"16"	7.89	"NOR"	8	946768871	"Fiskehav SA"	"2"
"4007288"	1	"2013"	"ZZ4203ZZ"	2022	"27.06.2022"	"34"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"3224072"	1	"2013"	"AA0063A"	2022	"07.06.2022"	"34"	NA	"09"	"16"	7.89	"NOR"	8	946768871	"Fiskehav SA"	"2"
"402397"	1	"2013"	"AA0063A"	2022	"07.06.2022"	"34"	NA	"09"	"16"	7.89	"NOR"	8	946768871	"Fiskehav SA"	"2"
"4008713"	1	"2013"	"ZZ4203ZZ"	2022	"21.07.2022"	"34"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"402623"	1	"2013"	"AA0063A"	2022	"20.06.2022"	"34"	NA	"09"	"16"	7.89	"NOR"	8	946768871	"Fiskehav SA"	"2"
"4011638"	1	"2013"	"ZZ4203ZZ"	2022	"29.08.2022"	"34"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"4008823"	1	"2013"	"ZZ4203ZZ"	2022	"22.07.2022"	"34"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"402687"	1	"2013"	"AA0063A"	2022	"23.06.2022"	"34"	NA	"09"	"16"	7.89	"NOR"	8	946768871	"Fiskehav SA"	"2"
"4008358"	1	"2013"	"AA0063A"	2022	"18.07.2022"	"34"	NA	"09"	"16"	7.89	"NOR"	8	946768871	"Fiskehav SA"	"2"
"4012284"	1	"2013"	"ZZ4203ZZ"	2022	"06.09.2022"	"34"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"4010191"	1	"2013"	"ZZ4203ZZ"	2022	"10.08.2022"	"34"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"4012809"	1	"2013"	"ZZ4203ZZ"	2022	"15.09.2022"	"34"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"4007528"	1	"2013"	"ZZ4203ZZ"	2022	"01.07.2022"	"34"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"3224314"	1	"2013"	"AA0063A"	2022	"14.06.2022"	"34"	NA	"09"	"16"	7.89	"NOR"	8	946768871	"Fiskehav SA"	"2"
"4007392"	1	"2013"	"ZZ4203ZZ"	2022	"29.06.2022"	"34"	NA	"09"	"12"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"402527"	1	"2013"	"AA0063A"	2022	"14.06.2022"	"34"	NA	"09"	"16"	7.89	"NOR"	8	946768871	"Fiskehav SA"	"2"
"4010190"	5	"2013"	"AA0063A"	2022	"10.08.2022"	"22"	NA	"09"	"16"	7.89	"NOR"	8	946768871	"Fiskehav SA"	"2"
"402831"	3	"2013"	"AA0063A"	2022	"04.07.2022"	"22"	NA	"09"	"16"	7.89	"NOR"	8	946768871	"Fiskehav SA"	"2"
"402880"	7	"2013"	"AA0162A"	2022	"07.07.2022"	"22"	NA	"09"	"12"	7.85	"NOR"	8	946768871	"Fiskehav SA"	"2"
"3224799"	7	"2013"	"AA0162A"	2022	"07.07.2022"	"22"	NA	"09"	"12"	7.85	"NOR"	8	946768871	"Fiskehav SA"	"2"
"3224706"	3	"2013"	"AA0063A"	2022	"04.07.2022"	"22"	NA	"09"	"16"	7.89	"NOR"	8	946768871	"Fiskehav SA"	"2"
"402490"	1	"2013"	"AA0063A"	2022	"09.06.2022"	"22"	NA	"09"	"16"	7.89	"NOR"	8	946768871	"Fiskehav SA"	"2"
"3224606"	1	"2013"	"AA0162A"	2022	"29.06.2022"	"22"	NA	"09"	"12"	7.85	"NOR"	8	946768871	"Fiskehav SA"	"2"
"402773"	1	"2013"	"AA0162A"	2022	"29.06.2022"	"22"	NA	"09"	"12"	7.85	"NOR"	8	946768871	"Fiskehav SA"	"2"
"3224316"	1	"2013"	"AA0063A"	2022	"15.06.2022"	"22"	NA	"09"	"16"	7.89	"NOR"	8	946768871	"Fiskehav SA"	"2"
"402567"	1	"2013"	"AA0063A"	2022	"15.06.2022"	"22"	NA	"09"	"16"	7.89	"NOR"	8	946768871	"Fiskehav SA"	"2"
"3224311"	1	"2013"	"AA0063A"	2022	"09.06.2022"	"22"	NA	"09"	"16"	7.89	"NOR"	8	946768871	"Fiskehav SA"	"2"
"4007712"	6	"2013"	"AG0003LD"	2022	"07.07.2022"	"61"	NA	"08"	"17"	12.28	"NOR"	8	946768871	"Fiskehav SA"	"2"
"4010380"	8	"2013"	"VA0047FS"	2022	"12.08.2022"	"22"	NA	"08"	"17"	9.24	"NOR"	8	946768871	"Fiskehav SA"	"2"
"4006472"	4	"2013"	"KBG941"	2022	"08.06.2022"	"33"	NA	"08"	"17"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"4008450"	8	"2013"	"KBG941"	2022	"19.07.2022"	"33"	NA	"08"	"17"	NA	"NOR"	8	946768871	"Fiskehav SA"	"2"
"4011990"	10	"2013"	"VA0047FS"	2022	"02.09.2022"	"22"	NA	"08"	"17"	9.24	"NOR"	8	946768871	"Fiskehav SA"	"2"
"4011872"	11	"2013"	"VA0047FS"	2022	"01.09.2022"	"22"	NA	"08"	"17"	9.24	"NOR"	8	946768871	"Fiskehav SA"	"2"
"4011989"	10	"2013"	"VA0047FS"	2022	"01.09.2022"	"22"	NA	"08"	"17"	9.24	"NOR"	8	946768871	"Fiskehav SA"	"2"
"4006211"	1	"2013"	"AA0012R"	2022	"01.06.2022"	"34"	NA	"09"	"16"	7.85	"NOR"	8	946768871	"Fiskehav SA"	"2"
"1582108"	1	"2013"	"H 0200B"	2022	"07.03.2022"	"11"	NA	"08"	"15"	6.9	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1582556"	1	"2013"	"H 0066B"	2022	"06.05.2022"	"11"	NA	"08"	"15"	8.7	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1582617"	1	"2013"	"H 0066B"	2022	"18.05.2022"	"11"	NA	"08"	"15"	8.7	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"7000011438222"	3	"2013"	"T 0001I"	2022	"22.07.2022"	"11"	NA	"04"	"26"	43.15	"NOR"	8	938469148	"Norges Råfisklag"	"7"
"3005661"	4	"2013"	"H 0116AM"	2022	"02.08.2022"	"22"	NA	"28"	"41"	4.68	"NOR"	8	924821779	"Vest-Norges Fiskesalslag"	"4"
"1900017"	1	"2013"	"A 0010F"	2022	"30.01.2022"	"21"	NA	"09"	"20"	9.8	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1590677"	1	"2013"	"M 0029HØ"	2022	"03.08.2022"	"53"	NA	"37"	"10"	77.5	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1590680"	5	"2013"	"H 0004AV"	2022	"01.08.2022"	"53"	NA	"39"	"07"	76.4	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"900010"	1	"2013"	"M 0029HØ"	2022	"03.08.2022"	"53"	NA	"37"	"10"	77.5	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"900008"	5	"2013"	"H 0004AV"	2022	"02.08.2022"	"53"	NA	"39"	"07"	76.4	"NOR"	0	951206091	"Norges Sildesalgslag"	"8"
"1900670"	1	"2013"	"SF0139A"	2022	"14.10.2022"	"34"	NA	"28"	"41"	10.64	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1900669"	1	"2013"	"H 0098O"	2022	"14.10.2022"	"34"	NA	"28"	"41"	10.54	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1588275"	1	"2013"	"H 0062S"	2022	"28.09.2022"	"11"	NA	"28"	"41"	14.98	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1588273"	1	"2013"	"H 0062S"	2022	"28.09.2022"	"11"	NA	"28"	"41"	14.98	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1587800"	2	"2013"	"H 0062S"	2022	"28.09.2022"	"11"	NA	"28"	"41"	14.98	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1587800"	1	"2013"	"H 0062S"	2022	"28.09.2022"	"11"	NA	"28"	"41"	14.98	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1586959"	2	"2013"	"H 0062S"	2022	"09.09.2022"	"11"	NA	"28"	"01"	14.98	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1586521"	2	"2013"	"H 0062S"	2022	"09.09.2022"	"11"	NA	"28"	"01"	14.98	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1587634"	2	"2013"	"H 0062S"	2022	"09.09.2022"	"11"	NA	"28"	"01"	14.98	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1586521"	1	"2013"	"H 0062S"	2022	"09.09.2022"	"11"	NA	"28"	"01"	14.98	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1586959"	1	"2013"	"H 0062S"	2022	"09.09.2022"	"11"	NA	"28"	"01"	14.98	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1585771"	1	"2013"	"H 0062S"	2022	"30.08.2022"	"11"	NA	"28"	"01"	14.98	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1587634"	1	"2013"	"H 0062S"	2022	"09.09.2022"	"11"	NA	"28"	"01"	14.98	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1585771"	2	"2013"	"H 0062S"	2022	"30.08.2022"	"11"	NA	"28"	"01"	14.98	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1588273"	2	"2013"	"H 0062S"	2022	"28.09.2022"	"11"	NA	"28"	"41"	14.98	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1588213"	1	"2013"	"H 0085B"	2022	"05.10.2022"	"11"	NA	"08"	"15"	12	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1586308"	1	"2013"	"H 0044B"	2022	"27.08.2022"	"11"	NA	"08"	"15"	9.3	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1587333"	2	"2013"	"H 0011FJ"	2022	"14.09.2022"	"11"	NA	"08"	"15"	10.64	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1588918"	1	"2013"	"H 0127B"	2022	"20.10.2022"	"11"	NA	"08"	"15"	10.65	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1588618"	1	"2013"	"H 0044B"	2022	"03.10.2022"	"11"	NA	"08"	"15"	9.3	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1588618"	2	"2013"	"H 0044B"	2022	"03.10.2022"	"11"	NA	"08"	"15"	9.3	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1589918"	1	"2013"	"H 0165B"	2022	"06.11.2022"	"11"	NA	"08"	"15"	13.99	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1588705"	2	"2013"	"H 0085B"	2022	"28.09.2022"	"11"	NA	"08"	"15"	12	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1588214"	1	"2013"	"VL0010FJ"	2022	"05.10.2022"	"11"	NA	"08"	"15"	7.53	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
"1588705"	1	"2013"	"H 0085B"	2022	"28.09.2022"	"11"	NA	"08"	"15"	12	"NOR"	8	951206091	"Norges Sildesalgslag"	"8"
